ID,Year_Birth,ages,Education,PhD,Graduation,2n Cycle,Basic,Master,Marital_Status,single,married,Income,Kidhome,Teenhome,Dt_Customer,months,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spent,Total_Spent_Per_Month,Childbin,Kidbin,Teenbin,NwpPerVM,NwpPerV,NumPurchases,WebRatio
3807,1955,61,Graduation,0,1,0,0,0,Together,0,1,59925.0,0,1,30-11-2012,49,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,766,1563.9166666666667,0,0,1,0.030612244897959183,1.5,17,0.35294117647058826
9197,1953,63,Graduation,0,1,0,0,0,Married,0,1,39722.0,0,1,24-02-2014,34,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,47,66.58333333333333,0,0,1,0.011764705882352941,0.4,8,0.625
10832,1958,58,Graduation,0,1,0,0,0,Together,0,1,46610.0,0,0,18-07-2013,41,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,467,797.7916666666666,0,0,0,0.024390243902439025,1.0,13,0.46153846153846156
6421,1961,55,Graduation,0,1,0,0,0,Together,0,1,88347.0,0,0,03-07-2013,41,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,2116,3614.8333333333335,0,0,0,0.0975609756097561,4.0,17,0.058823529411764705
4207,1981,35,PhD,1,0,0,0,0,Married,0,1,87171.0,0,0,01-05-2013,43,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,1298,2325.5833333333335,0,0,0,0.06976744186046512,3.0,20,0.1
577,1976,40,2n Cycle,0,0,1,0,0,Together,0,1,26907.0,1,1,20-08-2013,40,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,22,36.666666666666664,1,1,1,0.0035714285714285713,0.14285714285714285,10,0.7
10855,1968,48,Master,0,0,0,0,1,Single,1,0,50014.0,1,0,22-01-2014,35,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,396,577.5,0,1,0,0.022857142857142857,0.8,14,0.35714285714285715
3081,1978,38,PhD,1,0,0,0,0,Married,0,1,41014.0,1,0,22-04-2013,44,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,20,36.666666666666664,0,1,0,0.003246753246753247,0.14285714285714285,9,0.7777777777777778
3535,1965,51,Graduation,0,1,0,0,0,Single,1,0,66294.0,0,0,17-03-2014,33,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,967,1329.625,0,0,0,0.06060606060606061,2.0,10,0.2
247,1971,45,Graduation,0,1,0,0,0,Married,0,1,36715.0,1,0,17-11-2012,49,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,357,728.875,0,1,0,0.015873015873015872,0.7777777777777778,15,0.6
8707,1956,60,Graduation,0,1,0,0,0,Married,0,1,79456.0,0,0,22-08-2012,52,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1401,3035.5,0,0,0,0.03205128205128205,1.6666666666666667,13,0.23076923076923078
9523,1982,34,Graduation,0,1,0,0,0,Together,0,1,40479.0,1,0,17-08-2013,40,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,15,25.0,0,1,0,0.0,0.0,7,0.5714285714285714
6072,1970,46,Master,0,0,0,0,1,Single,1,0,75345.0,0,0,02-02-2013,46,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,2087,4000.0833333333335,0,0,0,0.036231884057971016,1.6666666666666667,17,0.17647058823529413
6295,1977,39,Graduation,0,1,0,0,0,Married,0,1,54233.0,0,1,04-02-2013,46,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,981,1880.25,0,0,1,0.029891304347826088,1.375,19,0.42105263157894735
10914,1970,46,Graduation,0,1,0,0,0,Single,1,0,24163.0,1,1,12-10-2013,38,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,17,26.916666666666668,1,1,1,0.006578947368421052,0.25,7,0.5714285714285714
1509,1958,58,PhD,1,0,0,0,0,Together,0,1,84460.0,0,0,04-01-2013,47,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,523,1024.2083333333333,0,0,0,0.03829787234042553,1.8,18,0.2777777777777778
5577,1983,33,Graduation,0,1,0,0,0,Together,0,1,43776.0,1,0,03-05-2014,31,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,23,29.708333333333332,0,1,0,0.005376344086021506,0.16666666666666666,8,0.75
7348,1958,58,PhD,1,0,0,0,0,Single,1,0,71691.0,0,0,17-03-2014,33,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,1192,1639.0,0,0,0,0.06060606060606061,2.0,14,0.14285714285714285
1127,1973,43,PhD,1,0,0,0,0,Married,0,1,85844.0,0,0,29-05-2014,31,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,1958,2529.0833333333335,0,0,0,0.0967741935483871,3.0,15,0.13333333333333333
1833,1974,42,PhD,1,0,0,0,0,Single,1,0,39190.0,1,0,26-04-2014,32,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,133,177.33333333333334,0,1,0,0.0125,0.4,10,0.5
4944,1959,57,Graduation,0,1,0,0,0,Together,0,1,71367.0,0,0,23-08-2013,40,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,777,1295.0,0,0,0,0.05,2.0,14,0.14285714285714285
9080,1972,44,PhD,1,0,0,0,0,Single,1,0,38578.0,1,1,22-06-2013,42,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,73,127.75,1,1,1,0.008928571428571428,0.375,11,0.7272727272727273
6466,1965,51,PhD,1,0,0,0,0,Married,0,1,57236.0,1,1,12-03-2014,33,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,121,166.375,1,1,1,0.020202020202020204,0.6666666666666666,8,0.375
9964,1979,37,Graduation,0,1,0,0,0,Single,1,0,61825.0,0,1,07-08-2013,40,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,424,706.6666666666666,0,0,1,0.025,1.0,14,0.2857142857142857
4790,1958,58,Graduation,0,1,0,0,0,Divorced,1,0,79803.0,0,1,02-06-2014,30,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,868,1085.0,0,0,1,0.13333333333333333,4.0,9,0.1111111111111111
10245,1986,30,2n Cycle,0,0,1,0,0,Single,1,0,80910.0,0,0,31-10-2012,50,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,756,1575.0,0,0,0,0.06,3.0,12,0.08333333333333333
1109,1982,34,Master,0,0,0,0,1,Together,0,1,27590.0,1,0,23-04-2013,44,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,12,22.0,0,1,0,0.003246753246753247,0.14285714285714285,9,0.7777777777777778
6001,1979,37,Graduation,0,1,0,0,0,Married,0,1,56775.0,0,1,02-01-2013,47,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,937,1834.9583333333333,0,0,1,0.02127659574468085,1.0,23,0.21739130434782608
5538,1975,41,Graduation,0,1,0,0,0,Divorced,1,0,83829.0,0,0,08-10-2013,38,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,1862,2948.1666666666665,0,0,0,0.10526315789473684,4.0,14,0.07142857142857142
10552,1979,37,2n Cycle,0,0,1,0,0,Married,0,1,54210.0,0,1,20-05-2013,43,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,367,657.5416666666666,0,0,1,0.018604651162790697,0.8,13,0.38461538461538464
1545,1986,30,Graduation,0,1,0,0,0,Married,0,1,38508.0,1,0,02-08-2013,40,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,443,738.3333333333334,0,1,0,0.021875,0.875,15,0.5333333333333333
7409,1970,46,Graduation,0,1,0,0,0,Together,0,1,53187.0,1,0,26-10-2013,38,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,267,422.75,0,1,0,0.021052631578947368,0.8,12,0.4166666666666667
4444,1972,44,Graduation,0,1,0,0,0,Married,0,1,30023.0,1,0,24-03-2014,33,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,61,83.875,0,1,0,0.007575757575757576,0.25,11,0.7272727272727273
146,1960,56,PhD,1,0,0,0,0,Single,1,0,76045.0,0,0,15-11-2013,37,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,1323,2039.625,0,0,0,0.05405405405405406,2.0,18,0.1111111111111111
6271,1952,64,PhD,1,0,0,0,0,Married,0,1,50870.0,0,1,19-06-2014,30,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,63,78.75,0,0,1,0.013333333333333334,0.4,8,0.625
10065,1970,46,2n Cycle,0,0,1,0,0,Married,0,1,15315.0,0,0,03-08-2013,40,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,64,106.66666666666667,0,0,0,0.01,0.4,9,0.5555555555555556
4741,1974,42,2n Cycle,0,0,1,0,0,Married,0,1,65463.0,1,0,30-01-2014,35,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,562,819.5833333333334,0,1,0,0.03428571428571429,1.2,16,0.3125
246,1965,51,Graduation,0,1,0,0,0,Married,0,1,66480.0,1,1,31-05-2014,31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,312,403.0,1,1,1,0.03225806451612903,1.0,12,0.3333333333333333
375,1954,62,Graduation,0,1,0,0,0,Divorced,1,0,76773.0,0,0,25-02-2013,46,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,1156,2215.6666666666665,0,0,0,0.043478260869565216,2.0,14,0.07142857142857142
1524,1983,33,2n Cycle,0,0,1,0,0,Single,1,0,81698.0,0,0,01-03-2013,45,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,1104,2070.0,0,0,0,0.035555555555555556,1.6,12,0.4166666666666667
10022,1973,43,PhD,1,0,0,0,0,Single,1,0,54466.0,1,1,09-02-2014,34,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,16,22.666666666666668,1,1,1,0.0058823529411764705,0.2,7,0.7142857142857143
7451,1960,56,Master,0,0,0,0,1,Single,1,0,98777.0,0,0,17-02-2014,34,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2008,2844.6666666666665,0,0,0,0.11764705882352941,4.0,16,0.0625
11010,1984,32,PhD,1,0,0,0,0,Single,1,0,16269.0,1,0,30-08-2013,40,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,44,73.33333333333333,0,1,0,0.009375,0.375,11,0.7272727272727273
4356,1971,45,Graduation,0,1,0,0,0,Together,0,1,71819.0,0,1,28-08-2013,40,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,1574,2623.3333333333335,0,0,1,0.0125,0.5,14,0.42857142857142855
3885,1983,33,PhD,1,0,0,0,0,Married,0,1,33569.0,1,0,16-10-2013,38,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,63,99.75,0,1,0,0.003289473684210526,0.125,11,0.7272727272727273
1175,1983,33,Master,0,0,0,0,1,Married,0,1,36262.0,0,0,20-09-2013,39,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,426,692.25,0,0,0,0.01282051282051282,0.5,14,0.42857142857142855
880,1966,50,Basic,0,0,0,1,0,Together,0,1,22634.0,0,0,16-01-2013,47,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,96,188.0,0,0,0,0.005319148936170213,0.25,11,0.7272727272727273
2320,1978,38,2n Cycle,0,0,1,0,0,Married,0,1,47025.0,0,1,12-09-2013,39,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,635,1031.875,0,0,1,0.03133903133903134,1.2222222222222223,16,0.5625
850,1968,48,Graduation,0,1,0,0,0,Single,1,0,70566.0,0,1,06-10-2013,38,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,757,1198.5833333333333,0,0,1,0.05263157894736842,2.0,17,0.17647058823529413
4713,1979,37,PhD,1,0,0,0,0,Married,0,1,31605.0,1,0,22-11-2012,49,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,125,255.20833333333334,0,1,0,0.0058309037900874635,0.2857142857142857,12,0.5833333333333334
675,1973,43,Master,0,0,0,0,1,Divorced,1,0,52034.0,1,1,17-05-2013,43,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,332,594.8333333333334,1,1,1,0.013289036544850499,0.5714285714285714,14,0.5
5025,1979,37,Graduation,0,1,0,0,0,Single,1,0,48526.0,1,0,24-12-2013,36,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,135,202.5,0,1,0,0.018518518518518517,0.6666666666666666,8,0.375
2308,1954,62,Graduation,0,1,0,0,0,Married,0,1,46734.0,0,1,18-11-2012,49,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,330,673.75,0,0,1,0.01749271137026239,0.8571428571428571,13,0.5384615384615384
5995,1962,54,Graduation,0,1,0,0,0,Divorced,1,0,39552.0,1,1,18-12-2012,48,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,384,768.0,1,1,1,0.015625,0.75,15,0.5333333333333333
6749,1966,50,Graduation,0,1,0,0,0,Single,1,0,86358.0,1,1,08-08-2012,52,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,1722,3731.0,1,1,1,0.01201923076923077,0.625,17,0.47058823529411764
1010,1977,39,Graduation,0,1,0,0,0,Together,0,1,46931.0,2,1,24-04-2014,32,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,78,104.0,1,1,1,0.010416666666666666,0.3333333333333333,7,0.42857142857142855
8977,1985,31,Basic,0,0,0,1,0,Single,1,0,16581.0,0,0,12-01-2013,47,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,24,47.0,0,0,0,0.0,0.0,7,0.5714285714285714
4756,1952,64,2n Cycle,0,0,1,0,0,Divorced,1,0,63998.0,0,0,20-12-2013,36,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,1168,1752.0,0,0,0,0.04861111111111111,1.75,21,0.19047619047619047
3412,1951,65,Master,0,0,0,0,1,Married,0,1,67381.0,0,1,15-01-2013,47,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,957,1874.125,0,0,1,0.0060790273556231,0.2857142857142857,18,0.3888888888888889
606,1967,49,Graduation,0,1,0,0,0,Single,1,0,25930.0,1,1,10-10-2013,38,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,15,23.75,1,1,1,0.0037593984962406013,0.14285714285714285,9,0.7777777777777778
5961,1978,38,Graduation,0,1,0,0,0,Married,0,1,42693.0,1,0,07-06-2014,30,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,57,71.25,0,1,0,0.006666666666666667,0.2,8,0.625
2975,1976,40,Graduation,0,1,0,0,0,Together,0,1,85606.0,0,1,12-11-2012,49,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1956,3993.5,0,0,1,0.04081632653061224,2.0,19,0.15789473684210525
2894,1985,31,Graduation,0,1,0,0,0,Single,1,0,72903.0,0,0,29-10-2013,38,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,2013,3187.25,0,0,0,0.046052631578947366,1.75,17,0.23529411764705882
7613,1974,42,2n Cycle,0,0,1,0,0,Together,0,1,49669.0,1,0,24-05-2014,31,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,326,421.0833333333333,0,1,0,0.026881720430107527,0.8333333333333334,13,0.46153846153846156
10542,1968,48,PhD,1,0,0,0,0,Married,0,1,36778.0,1,1,05-08-2012,52,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,77,166.83333333333334,1,1,1,0.00641025641025641,0.3333333333333333,12,0.75
8015,1962,54,PhD,1,0,0,0,0,Divorced,1,0,85696.0,0,0,03-05-2013,43,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,1313,2352.4583333333335,0,0,0,0.09302325581395349,4.0,16,0.0625
10617,1989,27,Master,0,0,0,0,1,Divorced,1,0,10979.0,0,0,22-05-2014,31,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,30,38.75,0,0,0,0.01935483870967742,0.6,8,0.625
11166,1961,55,Graduation,0,1,0,0,0,Married,0,1,49678.0,0,1,02-02-2013,46,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,315,603.75,0,0,1,0.018633540372670808,0.8571428571428571,13,0.5384615384615384
849,1953,63,Master,0,0,0,0,1,Together,0,1,56129.0,0,1,20-06-2013,42,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,660,1155.0,0,0,1,0.03571428571428571,1.5,16,0.25
523,1989,27,Graduation,0,1,0,0,0,Married,0,1,37155.0,1,0,31-01-2013,47,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,74,144.91666666666666,0,1,0,0.00851063829787234,0.4,9,0.5555555555555556
4066,1978,38,2n Cycle,0,0,1,0,0,Divorced,1,0,21282.0,1,0,11-05-2014,31,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,46,59.416666666666664,0,1,0,0.010752688172043012,0.3333333333333333,9,0.6666666666666666
8414,1962,54,PhD,1,0,0,0,0,Single,1,0,33419.0,0,1,17-08-2013,40,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,86,143.33333333333334,0,0,1,0.007142857142857143,0.2857142857142857,11,0.6363636363636364
819,1945,71,Graduation,0,1,0,0,0,Widow,1,0,63285.0,0,0,05-11-2013,37,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,1103,1700.4583333333333,0,0,0,0.05405405405405406,2.0,21,0.14285714285714285
4961,1974,42,Master,0,0,0,0,1,Together,0,1,21255.0,1,0,21-01-2014,35,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,61,88.95833333333333,0,1,0,0.014285714285714285,0.5,9,0.4444444444444444
749,1981,35,Graduation,0,1,0,0,0,Together,0,1,42162.0,1,0,19-11-2013,37,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,145,223.54166666666666,0,1,0,0.013513513513513514,0.5,10,0.6
5430,1956,60,Graduation,0,1,0,0,0,Together,0,1,54450.0,1,1,14-09-2012,51,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,1453.5,1,1,1,0.022058823529411766,1.125,18,0.4444444444444444
7755,1954,62,PhD,1,0,0,0,0,Married,0,1,57744.0,0,1,12-11-2013,37,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,411,633.625,0,0,1,0.030405405405405407,1.125,13,0.6153846153846154
10525,1986,30,Graduation,0,1,0,0,0,Single,1,0,26576.0,1,0,13-10-2012,50,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,27,56.25,0,1,0,0.0022222222222222222,0.1111111111111111,11,0.8181818181818182
1453,1943,73,PhD,1,0,0,0,0,Widow,1,0,57513.0,0,0,06-07-2013,41,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,1060,1810.8333333333333,0,0,0,0.036585365853658534,1.5,22,0.2727272727272727
8310,1964,52,Graduation,0,1,0,0,0,Together,0,1,68142.0,0,1,29-08-2012,52,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,1459,3161.1666666666665,0,0,1,0.03205128205128205,1.6666666666666667,17,0.35294117647058826
10710,1979,37,Graduation,0,1,0,0,0,Married,0,1,7500.0,0,1,29-08-2012,52,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,39.0,0,0,1,0.002403846153846154,0.125,10,0.8
5031,1974,42,Graduation,0,1,0,0,0,Together,0,1,83145.0,0,0,22-09-2012,51,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,1833,3895.125,0,0,0,0.049019607843137254,2.5,22,0.09090909090909091
2613,1960,56,Master,0,0,0,0,1,Married,0,1,54197.0,0,1,03-04-2014,32,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,237,316.0,0,0,1,0.03125,1.0,10,0.1
213,1963,53,PhD,1,0,0,0,0,Single,1,0,23091.0,1,1,28-05-2014,31,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,48,62.0,1,1,1,0.009216589861751152,0.2857142857142857,11,0.6363636363636364
967,1976,40,Graduation,0,1,0,0,0,Married,0,1,46049.0,1,1,21-07-2013,41,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,515,879.7916666666666,1,1,1,0.017421602787456445,0.7142857142857143,18,0.3888888888888889
1077,1974,42,Graduation,0,1,0,0,0,Together,0,1,56715.0,0,0,05-12-2012,48,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,1020,2040.0,0,0,0,0.036458333333333336,1.75,11,0.36363636363636365
7959,1961,55,Graduation,0,1,0,0,0,Married,0,1,79410.0,0,0,29-05-2014,31,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1370,1769.5833333333333,0,0,0,0.0967741935483871,3.0,8,0.125
640,1951,65,Graduation,0,1,0,0,0,Married,0,1,57304.0,0,1,11-03-2013,45,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,1026,1923.75,0,0,1,0.03111111111111111,1.4,21,0.23809523809523808
4252,1965,51,Graduation,0,1,0,0,0,Married,0,1,44375.0,0,1,23-03-2014,33,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,301,413.875,0,0,1,0.024242424242424242,0.8,12,0.4166666666666667
8432,1956,60,Graduation,0,1,0,0,0,Together,0,1,54450.0,1,1,14-09-2012,51,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,1453.5,1,1,1,0.022058823529411766,1.125,18,0.4444444444444444
6218,1965,51,Graduation,0,1,0,0,0,Married,0,1,59594.0,0,1,20-10-2012,50,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,499,1039.5833333333333,0,0,1,0.022857142857142857,1.1428571428571428,15,0.4666666666666667
6905,1994,22,Graduation,0,1,0,0,0,Together,0,1,80685.0,0,0,22-08-2012,52,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,1004,2175.3333333333335,0,0,0,0.057692307692307696,3.0,16,0.125
5922,1974,42,PhD,1,0,0,0,0,Married,0,1,40344.0,0,1,13-10-2013,38,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,218,345.1666666666667,0,0,1,0.015037593984962405,0.5714285714285714,13,0.5384615384615384
3598,1972,44,Graduation,0,1,0,0,0,Married,0,1,62710.0,0,1,23-05-2013,43,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,606,1085.75,0,0,1,0.023255813953488372,1.0,18,0.2222222222222222
6116,1968,48,2n Cycle,0,0,1,0,0,Married,0,1,48985.0,0,1,05-07-2013,41,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,75,128.125,0,0,1,0.008130081300813009,0.3333333333333333,7,0.42857142857142855
6263,1968,48,Graduation,0,1,0,0,0,Together,0,1,35322.0,1,2,22-08-2012,52,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,106,229.66666666666666,1,1,1,0.004807692307692308,0.25,12,0.6666666666666666
10486,1948,68,Graduation,0,1,0,0,0,Married,0,1,77142.0,0,0,29-05-2013,43,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,990,1773.75,0,0,0,0.046511627906976744,2.0,14,0.14285714285714285
2410,1969,47,Graduation,0,1,0,0,0,Single,1,0,81657.0,0,0,22-01-2014,35,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,1097,1599.7916666666667,0,0,0,0.08571428571428572,3.0,13,0.07692307692307693
193,1996,20,Basic,0,0,0,1,0,Married,0,1,14421.0,0,0,17-02-2014,34,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,16,22.666666666666668,0,0,0,0.0058823529411764705,0.2,7,0.7142857142857143
3363,1974,42,2n Cycle,0,0,1,0,0,Married,0,1,20130.0,0,0,17-03-2014,33,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,46.75,0,0,0,0.003787878787878788,0.125,11,0.7272727272727273
8278,1990,26,PhD,1,0,0,0,0,Married,0,1,74214.0,0,0,26-08-2012,52,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,1711,3707.1666666666665,0,0,0,0.03076923076923077,1.6,12,0.4166666666666667
10660,1957,59,Master,0,0,0,0,1,Married,0,1,66726.0,1,1,12-01-2014,35,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,438,638.75,1,1,1,0.0326530612244898,1.1428571428571428,13,0.5384615384615384
8686,1979,37,Basic,0,0,0,1,0,Together,0,1,23724.0,1,0,08-01-2013,47,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,75,146.875,0,1,0,0.005319148936170213,0.25,11,0.7272727272727273
1604,1960,56,Master,0,0,0,0,1,Married,0,1,47353.0,0,1,13-11-2013,37,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,225,346.875,0,0,1,0.010810810810810811,0.4,13,0.38461538461538464
5907,1952,64,Master,0,0,0,0,1,Married,0,1,33444.0,1,1,03-11-2012,49,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,36.75,1,1,1,0.002551020408163265,0.125,10,0.8
10669,1981,35,Graduation,0,1,0,0,0,Married,0,1,54386.0,0,1,17-05-2013,43,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,470,842.0833333333334,0,0,1,0.023255813953488372,1.0,15,0.2
