,Year_Birth,Education,ages,Marital_Status,PhD,Basic,2n Cycle,Master,Graduation,Income,single,married,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,months,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spent,Total_Spent_Per_Month,TotalChildren,HasChildren
1040,1959,Graduation,57,Married,0,0,0,0,1,61180.0,0,1,0,1,23-04-2014,70,403,32,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,704,938.6666666666666,1,1
1041,1954,Graduation,62,Married,0,0,0,0,1,38998.0,0,1,1,1,03-11-2012,92,34,49,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,54,110.25,2,1
1042,1991,Graduation,25,Single,0,0,0,0,1,8028.0,1,0,0,0,18-09-2012,62,73,51,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,178,378.25,0,0
1043,1962,Graduation,54,Together,0,0,0,0,1,76081.0,0,1,0,0,23-05-2014,85,292,31,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,1033,1334.2916666666667,0,0
1044,1986,Graduation,30,Together,0,0,0,0,1,34728.0,0,1,1,0,30-07-2013,2,14,41,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,36,61.5,1,1
1045,1965,Master,51,Single,0,0,0,1,0,33168.0,1,0,0,1,13-10-2012,0,80,50,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,122,254.16666666666666,1,1
1046,1966,Master,50,Married,0,0,0,1,0,33585.0,0,1,0,1,25-09-2013,91,30,39,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,122,198.25,1,1
1047,1960,PhD,56,Married,1,0,0,0,0,77037.0,0,1,0,1,13-10-2013,3,463,38,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1123,1778.0833333333333,1,1
1048,1984,Graduation,32,Together,0,0,0,0,1,35196.0,0,1,1,0,13-11-2012,68,75,49,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,497,1014.7083333333334,1,1
1049,1966,Graduation,50,Married,0,0,0,0,1,44529.0,0,1,0,1,05-07-2013,98,538,41,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,691,1180.4583333333333,1,1
1050,1965,2n Cycle,51,Married,0,0,1,0,0,70924.0,0,1,0,0,07-04-2014,41,635,32,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,1363,1817.3333333333333,0,0
1051,1966,PhD,50,Together,1,0,0,0,0,28764.0,0,1,1,1,05-06-2014,16,8,30,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,12,15.0,2,1
1052,1949,PhD,67,Married,1,0,0,0,0,69098.0,0,1,0,0,16-02-2013,82,1315,46,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,2440,4676.666666666667,0,0
1053,1970,2n Cycle,46,Divorced,0,0,1,0,0,25959.0,1,0,1,1,14-02-2013,1,4,46,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,56,107.33333333333333,2,1
1054,1983,Master,33,Married,0,0,0,1,0,27100.0,0,1,1,0,05-04-2013,64,12,44,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,67.83333333333333,1,1
1055,1985,Graduation,31,Single,0,0,0,0,1,70596.0,1,0,0,0,05-10-2012,68,347,50,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,968,2016.6666666666667,0,0
1056,1974,Graduation,42,Married,0,0,0,0,1,42557.0,0,1,0,1,29-08-2012,98,192,52,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,270,585.0,1,1
1057,1951,PhD,65,Married,1,0,0,0,0,53312.0,0,1,0,0,09-08-2013,32,241,40,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,278,463.3333333333333,0,0
1058,1952,Graduation,64,Single,0,0,0,0,1,72228.0,1,0,0,0,27-11-2012,87,631,49,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,1250,2552.0833333333335,0,0
1059,1987,Graduation,29,Together,0,0,0,0,1,67605.0,0,1,0,0,31-03-2013,84,336,45,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,938,1758.75,0,0
1060,1949,Master,67,Married,0,0,0,1,0,62845.0,0,1,1,1,01-10-2012,3,1099,50,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,1178,2454.1666666666665,2,1
1061,1958,Graduation,58,Together,0,0,0,0,1,65196.0,0,1,0,2,25-07-2013,34,743,41,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,1155,1973.125,2,1
1062,1987,PhD,29,Single,1,0,0,0,0,42000.0,1,0,0,0,10-01-2013,23,124,47,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,653,1278.7916666666667,0,0
1063,1973,PhD,43,Divorced,1,0,0,0,0,35860.0,1,0,1,1,19-05-2014,37,15,31,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,49,63.291666666666664,2,1
1064,1964,PhD,52,Married,1,0,0,0,0,65526.0,0,1,0,1,11-04-2014,22,397,32,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,506,674.6666666666666,1,1
1065,1961,Graduation,55,Married,0,0,0,0,1,16860.0,0,1,1,1,12-09-2012,19,10,51,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,38,80.75,2,1
1066,1992,Graduation,24,Single,0,0,0,0,1,83528.0,1,0,0,0,01-05-2014,7,530,31,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,1650,2131.25,0,0
1067,1965,2n Cycle,51,Divorced,0,0,1,0,0,64176.0,1,0,0,1,03-08-2012,52,1215,52,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,1826,3956.3333333333335,1,1
1068,1956,Graduation,60,Divorced,0,0,0,0,1,22304.0,1,0,0,0,04-08-2012,91,3,52,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,39.0,0,0
1069,1978,Graduation,38,Married,0,0,0,0,1,67023.0,0,1,0,0,04-03-2014,93,444,33,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,906,1245.75,0,0
1070,1971,PhD,45,Together,1,0,0,0,0,32892.0,0,1,1,0,25-05-2014,78,26,31,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,46,59.416666666666664,1,1
1071,1966,Graduation,50,Together,0,0,0,0,1,70713.0,0,1,0,1,03-12-2012,23,736,48,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,1477,2954.0,1,1
1072,1955,Graduation,61,Together,0,0,0,0,1,59925.0,0,1,0,1,30-11-2012,83,473,49,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,766,1563.9166666666667,1,1
1073,1953,Graduation,63,Married,0,0,0,0,1,39722.0,0,1,0,1,24-02-2014,92,32,34,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,47,66.58333333333333,1,1
1074,1958,Graduation,58,Together,0,0,0,0,1,46610.0,0,1,0,0,18-07-2013,4,288,41,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,467,797.7916666666666,0,0
1075,1961,Graduation,55,Together,0,0,0,0,1,88347.0,0,1,0,0,03-07-2013,32,1050,41,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,2116,3614.8333333333335,0,0
1076,1981,PhD,35,Married,1,0,0,0,0,87171.0,0,1,0,0,01-05-2013,27,1001,43,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,1298,2325.5833333333335,0,0
1077,1976,2n Cycle,40,Together,0,0,1,0,0,26907.0,0,1,1,1,20-08-2013,10,9,40,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,22,36.666666666666664,2,1
1078,1968,Master,48,Single,0,0,0,1,0,50014.0,1,0,1,0,22-01-2014,9,234,35,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,396,577.5,1,1
1079,1978,PhD,38,Married,1,0,0,0,0,41014.0,0,1,1,0,22-04-2013,65,7,44,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,20,36.666666666666664,1,1
1080,1965,Graduation,51,Single,0,0,0,0,1,66294.0,1,0,0,0,17-03-2014,68,251,33,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,967,1329.625,0,0
1081,1971,Graduation,45,Married,0,0,0,0,1,36715.0,0,1,1,0,17-11-2012,16,172,49,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,357,728.875,1,1
1082,1956,Graduation,60,Married,0,0,0,0,1,79456.0,0,1,0,0,22-08-2012,12,565,52,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1401,3035.5,0,0
1083,1982,Graduation,34,Together,0,0,0,0,1,40479.0,0,1,1,0,17-08-2013,95,5,40,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,15,25.0,1,1
1084,1970,Master,46,Single,0,0,0,1,0,75345.0,1,0,0,0,02-02-2013,16,918,46,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,2087,4000.0833333333335,0,0
1085,1977,Graduation,39,Married,0,0,0,0,1,54233.0,0,1,0,1,04-02-2013,46,652,46,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,981,1880.25,1,1
1086,1970,Graduation,46,Single,0,0,0,0,1,24163.0,1,0,1,1,12-10-2013,3,4,38,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,17,26.916666666666668,2,1
1087,1958,PhD,58,Together,1,0,0,0,0,84460.0,0,1,0,0,04-01-2013,80,152,47,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,523,1024.2083333333333,0,0
1088,1983,Graduation,33,Together,0,0,0,0,1,43776.0,0,1,1,0,03-05-2014,77,8,31,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,23,29.708333333333332,1,1
1089,1958,PhD,58,Single,1,0,0,0,0,71691.0,1,0,0,0,17-03-2014,0,336,33,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,1192,1639.0,0,0
1090,1973,PhD,43,Married,1,0,0,0,0,85844.0,0,1,0,0,29-05-2014,62,938,31,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,1958,2529.0833333333335,0,0
1091,1974,PhD,42,Single,1,0,0,0,0,39190.0,1,0,1,0,26-04-2014,91,68,32,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,133,177.33333333333334,1,1
1092,1959,Graduation,57,Together,0,0,0,0,1,71367.0,0,1,0,0,23-08-2013,24,227,40,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,777,1295.0,0,0
1093,1972,PhD,44,Single,1,0,0,0,0,38578.0,1,0,1,1,22-06-2013,2,38,42,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,73,127.75,2,1
1094,1965,PhD,51,Married,1,0,0,0,0,57236.0,0,1,1,1,12-03-2014,22,105,33,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,121,166.375,2,1
1095,1979,Graduation,37,Single,0,0,0,0,1,61825.0,1,0,0,1,07-08-2013,56,162,40,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,424,706.6666666666666,1,1
1096,1958,Graduation,58,Divorced,0,0,0,0,1,79803.0,1,0,0,1,02-06-2014,54,574,30,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,868,1085.0,1,1
1097,1986,2n Cycle,30,Single,0,0,1,0,0,80910.0,1,0,0,0,31-10-2012,71,160,50,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,756,1575.0,0,0
1098,1982,Master,34,Together,0,0,0,1,0,27590.0,0,1,1,0,23-04-2013,38,6,44,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,12,22.0,1,1
1099,1979,Graduation,37,Married,0,0,0,0,1,56775.0,0,1,0,1,02-01-2013,62,614,47,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,937,1834.9583333333333,1,1
1100,1975,Graduation,41,Divorced,0,0,0,0,1,83829.0,1,0,0,0,08-10-2013,78,897,38,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,1862,2948.1666666666665,0,0
1101,1979,2n Cycle,37,Married,0,0,1,0,0,54210.0,0,1,0,1,20-05-2013,18,70,43,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,367,657.5416666666666,1,1
1102,1986,Graduation,30,Married,0,0,0,0,1,38508.0,0,1,1,0,02-08-2013,95,120,40,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,443,738.3333333333334,1,1
1103,1970,Graduation,46,Together,0,0,0,0,1,53187.0,0,1,1,0,26-10-2013,66,211,38,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,267,422.75,1,1
1104,1972,Graduation,44,Married,0,0,0,0,1,30023.0,0,1,1,0,24-03-2014,28,11,33,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,61,83.875,1,1
1105,1960,PhD,56,Single,1,0,0,0,0,76045.0,1,0,0,0,15-11-2013,78,760,37,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,1323,2039.625,0,0
1106,1952,PhD,64,Married,1,0,0,0,0,50870.0,0,1,0,1,19-06-2014,13,53,30,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,63,78.75,1,1
1107,1970,2n Cycle,46,Married,0,0,1,0,0,15315.0,0,1,0,0,03-08-2013,27,7,40,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,64,106.66666666666667,0,0
1108,1974,2n Cycle,42,Married,0,0,1,0,0,65463.0,0,1,1,0,30-01-2014,17,391,35,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,562,819.5833333333334,1,1
1109,1965,Graduation,51,Married,0,0,0,0,1,66480.0,0,1,1,1,31-05-2014,71,199,31,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,312,403.0,2,1
1110,1954,Graduation,62,Divorced,0,0,0,0,1,76773.0,1,0,0,0,25-02-2013,79,516,46,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,1156,2215.6666666666665,0,0
1111,1983,2n Cycle,33,Single,0,0,1,0,0,81698.0,1,0,0,0,01-03-2013,1,709,45,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,1104,2070.0,0,0
1112,1973,PhD,43,Single,1,0,0,0,0,54466.0,1,0,1,1,09-02-2014,78,12,34,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,16,22.666666666666668,2,1
1113,1960,Master,56,Single,0,0,0,1,0,98777.0,1,0,0,0,17-02-2014,23,1000,34,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2008,2844.6666666666665,0,0
1114,1984,PhD,32,Single,1,0,0,0,0,16269.0,1,0,1,0,30-08-2013,75,19,40,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,44,73.33333333333333,1,1
1115,1971,Graduation,45,Together,0,0,0,0,1,71819.0,0,1,0,1,28-08-2013,70,1224,40,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,1574,2623.3333333333335,1,1
1116,1983,PhD,33,Married,1,0,0,0,0,33569.0,0,1,1,0,16-10-2013,10,16,38,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,63,99.75,1,1
1117,1983,Master,33,Married,0,0,0,1,0,36262.0,0,1,0,0,20-09-2013,24,88,39,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,426,692.25,0,0
1118,1966,Basic,50,Together,0,1,0,0,0,22634.0,0,1,0,0,16-01-2013,47,2,47,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,96,188.0,0,0
1119,1978,2n Cycle,38,Married,0,0,1,0,0,47025.0,0,1,0,1,12-09-2013,98,508,39,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,635,1031.875,1,1
1120,1968,Graduation,48,Single,0,0,0,0,1,70566.0,1,0,0,1,06-10-2013,4,381,38,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,757,1198.5833333333333,1,1
1121,1979,PhD,37,Married,1,0,0,0,0,31605.0,0,1,1,0,22-11-2012,15,74,49,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,125,255.20833333333334,1,1
1122,1973,Master,43,Divorced,0,0,0,1,0,52034.0,1,0,1,1,17-05-2013,67,146,43,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,332,594.8333333333334,2,1
1123,1979,Graduation,37,Single,0,0,0,0,1,48526.0,1,0,1,0,24-12-2013,32,23,36,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,135,202.5,1,1
1124,1954,Graduation,62,Married,0,0,0,0,1,46734.0,0,1,0,1,18-11-2012,40,110,49,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,330,673.75,1,1
1125,1962,Graduation,54,Divorced,0,0,0,0,1,39552.0,1,0,1,1,18-12-2012,54,165,48,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,384,768.0,2,1
1126,1966,Graduation,50,Single,0,0,0,0,1,86358.0,1,0,1,1,08-08-2012,78,957,52,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,1722,3731.0,2,1
1127,1977,Graduation,39,Together,0,0,0,0,1,46931.0,0,1,2,1,24-04-2014,94,41,32,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,78,104.0,3,1
1128,1985,Basic,31,Single,0,1,0,0,0,16581.0,1,0,0,0,12-01-2013,51,1,47,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,24,47.0,0,0
1129,1952,2n Cycle,64,Divorced,0,0,1,0,0,63998.0,1,0,0,0,20-12-2013,42,176,36,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,1168,1752.0,0,0
1130,1951,Master,65,Married,0,0,0,1,0,67381.0,0,1,0,1,15-01-2013,67,815,47,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,957,1874.125,1,1
1131,1967,Graduation,49,Single,0,0,0,0,1,25930.0,1,0,1,1,10-10-2013,87,6,38,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,15,23.75,2,1
1132,1978,Graduation,38,Married,0,0,0,0,1,42693.0,0,1,1,0,07-06-2014,29,8,30,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,57,71.25,1,1
1133,1976,Graduation,40,Together,0,0,0,0,1,85606.0,0,1,0,1,12-11-2012,89,717,49,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1956,3993.5,1,1
1134,1985,Graduation,31,Single,0,0,0,0,1,72903.0,1,0,0,0,29-10-2013,74,1067,38,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,2013,3187.25,0,0
1135,1974,2n Cycle,42,Together,0,0,1,0,0,49669.0,0,1,1,0,24-05-2014,97,166,31,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,326,421.0833333333333,1,1
1136,1968,PhD,48,Married,1,0,0,0,0,36778.0,0,1,1,1,05-08-2012,63,29,52,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,77,166.83333333333334,2,1
1137,1962,PhD,54,Divorced,1,0,0,0,0,85696.0,1,0,0,0,03-05-2013,88,714,43,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,1313,2352.4583333333335,0,0
1138,1989,Master,27,Divorced,0,0,0,1,0,10979.0,1,0,0,0,22-05-2014,34,8,31,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,30,38.75,0,0
1139,1961,Graduation,55,Married,0,0,0,0,1,49678.0,0,1,0,1,02-02-2013,81,229,46,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,315,603.75,1,1
1140,1953,Master,63,Together,0,0,0,1,0,56129.0,0,1,0,1,20-06-2013,65,320,42,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,660,1155.0,1,1
1141,1989,Graduation,27,Married,0,0,0,0,1,37155.0,0,1,1,0,31-01-2013,51,23,47,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,74,144.91666666666666,1,1
1142,1978,2n Cycle,38,Divorced,0,0,1,0,0,21282.0,1,0,1,0,11-05-2014,76,1,31,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,46,59.416666666666664,1,1
1143,1962,PhD,54,Single,1,0,0,0,0,33419.0,1,0,0,1,17-08-2013,76,56,40,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,86,143.33333333333334,1,1
1144,1945,Graduation,71,Widow,0,0,0,0,1,63285.0,1,0,0,0,05-11-2013,84,508,37,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,1103,1700.4583333333333,0,0
1145,1974,Master,42,Together,0,0,0,1,0,21255.0,0,1,1,0,21-01-2014,56,29,35,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,61,88.95833333333333,1,1
1146,1981,Graduation,35,Together,0,0,0,0,1,42162.0,0,1,1,0,19-11-2013,31,46,37,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,145,223.54166666666666,1,1
1147,1956,Graduation,60,Together,0,0,0,0,1,54450.0,0,1,1,1,14-09-2012,0,454,51,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,1453.5,2,1
1148,1954,PhD,62,Married,1,0,0,0,0,57744.0,0,1,0,1,12-11-2013,91,350,37,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,411,633.625,1,1
1149,1986,Graduation,30,Single,0,0,0,0,1,26576.0,1,0,1,0,13-10-2012,40,10,50,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,27,56.25,1,1
1150,1943,PhD,73,Widow,1,0,0,0,0,57513.0,1,0,0,0,06-07-2013,59,735,41,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,1060,1810.8333333333333,0,0
1151,1964,Graduation,52,Together,0,0,0,0,1,68142.0,0,1,0,1,29-08-2012,96,897,52,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,1459,3161.1666666666665,1,1
1152,1979,Graduation,37,Married,0,0,0,0,1,7500.0,0,1,0,1,29-08-2012,61,5,52,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,39.0,1,1
1153,1974,Graduation,42,Together,0,0,0,0,1,83145.0,0,1,0,0,22-09-2012,14,777,51,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,1833,3895.125,0,0
1154,1960,Master,56,Married,0,0,0,1,0,54197.0,0,1,0,1,03-04-2014,16,162,32,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,237,316.0,1,1
1155,1963,PhD,53,Single,1,0,0,0,0,23091.0,1,0,1,1,28-05-2014,98,35,31,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,48,62.0,2,1
1156,1976,Graduation,40,Married,0,0,0,0,1,46049.0,0,1,1,1,21-07-2013,11,342,41,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,515,879.7916666666666,2,1
1157,1974,Graduation,42,Together,0,0,0,0,1,56715.0,0,1,0,0,05-12-2012,52,258,48,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,1020,2040.0,0,0
1158,1961,Graduation,55,Married,0,0,0,0,1,79410.0,0,1,0,0,29-05-2014,19,658,31,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1370,1769.5833333333333,0,0
1159,1951,Graduation,65,Married,0,0,0,0,1,57304.0,0,1,0,1,11-03-2013,61,356,45,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,1026,1923.75,1,1
1160,1965,Graduation,51,Married,0,0,0,0,1,44375.0,0,1,0,1,23-03-2014,73,213,33,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,301,413.875,1,1
1161,1956,Graduation,60,Together,0,0,0,0,1,54450.0,0,1,1,1,14-09-2012,0,454,51,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,1453.5,2,1
1162,1965,Graduation,51,Married,0,0,0,0,1,59594.0,0,1,0,1,20-10-2012,74,457,50,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,499,1039.5833333333333,1,1
1163,1994,Graduation,22,Together,0,0,0,0,1,80685.0,0,1,0,0,22-08-2012,55,241,52,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,1004,2175.3333333333335,0,0
1164,1974,PhD,42,Married,1,0,0,0,0,40344.0,0,1,0,1,13-10-2013,48,210,38,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,218,345.1666666666667,1,1
1165,1972,Graduation,44,Married,0,0,0,0,1,62710.0,0,1,0,1,23-05-2013,53,441,43,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,606,1085.75,1,1
1166,1968,2n Cycle,48,Married,0,0,1,0,0,48985.0,0,1,0,1,05-07-2013,13,19,41,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,75,128.125,1,1
1167,1968,Graduation,48,Together,0,0,0,0,1,35322.0,0,1,1,2,22-08-2012,34,28,52,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,106,229.66666666666666,3,1
1168,1948,Graduation,68,Married,0,0,0,0,1,77142.0,0,1,0,0,29-05-2013,54,476,43,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,990,1773.75,0,0
1169,1969,Graduation,47,Single,0,0,0,0,1,81657.0,1,0,0,0,22-01-2014,69,364,35,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,1097,1599.7916666666667,0,0
1170,1996,Basic,20,Married,0,1,0,0,0,14421.0,0,1,0,0,17-02-2014,81,0,34,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,16,22.666666666666668,0,0
1171,1974,2n Cycle,42,Married,0,0,1,0,0,20130.0,0,1,0,0,17-03-2014,99,0,33,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,46.75,0,0
1172,1990,PhD,26,Married,1,0,0,0,0,74214.0,0,1,0,0,26-08-2012,3,863,52,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,1711,3707.1666666666665,0,0
